user,logon_risk,file_risk,web_risk,psycho_risk,logon_anomaly,file_anomaly,web_anomaly,final_risk,risk_label
AEF1032,0.2254901960784313,0.0,0.0,0.0,0,0.0,0,0.05637254901960782,Low Risk
AEG0962,0.3641933287950987,0.0245748458232106,0.0386243386243386,0.0,0,0.0,0,0.10491691137944505,Low Risk
AEH0001,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AEM0113,0.5,0.0,0.0175438596491228,0.0,0,0.0,0,0.12850877192982457,Low Risk
AEO1116,0.7296918767507002,0.0,0.0514018691588785,0.0,1,0.0,0,0.2927033430194508,Low Risk
AES1373,0.3240115718418515,0.2387404223509624,0.0066666666666666,0.0,0,0.0,0,0.1420213318815368,Low Risk
AFC0792,0.3798076923076923,0.0,0.0374304501770359,0.0,0,0.0,0,0.10243801311233025,Low Risk
AFL1759,0.2894211576846307,0.1627733133993646,0.0,0.0,0,0.0,0,0.11304861777099884,Low Risk
AFN0176,0.4971988795518207,0.0,0.0,0.0,0,0.0,0,0.12429971988795517,Low Risk
AFP1341,0.2507002801120448,0.0,0.0456140350877193,0.0,0,0.0,0,0.07179787704555507,Low Risk
AFW1639,0.0,0.0,0.0620689655172413,0.0,0,0.0,1,0.062413793103448266,Low Risk
AGB0447,0.5,0.0,0.0017543859649122,0.0,0,0.0,0,0.12535087719298244,Low Risk
AGB0901,0.5322128851540616,0.0,0.0009376465072667,0.0,0,0.0,0,0.13324075058996873,Low Risk
AGB1507,0.226890756302521,0.0,0.0213991769547325,0.0,0,0.0,0,0.06100252446657675,Low Risk
AGC0592,0.4992987377279102,0.0,0.0,0.0,0,0.0,0,0.12482468443197756,Low Risk
AGH1971,0.0,0.0,0.0022988505747126,0.0,0,0.0,0,0.00045977011494252,Low Risk
AGW1389,0.2645850451930978,0.0394318818912352,0.0246195165622202,0.0,0,0.0,0,0.08092813508352728,Low Risk
AHC1044,0.3288177339901478,0.0,0.0,0.0,0,0.0,0,0.08220443349753695,Low Risk
AHD0590,0.5,0.0,0.0350877192982456,0.0,0,0.0,0,0.13201754385964912,Low Risk
AHH0085,0.0,0.0,0.0133991537376586,0.0,0,0.0,0,0.00267983074753172,Low Risk
AHJ1993,0.4582417582417582,0.0,0.0298295454545454,0.0,0,0.0,0,0.12052634865134863,Low Risk
AHN0681,0.6364269141531322,0.0,0.0060408921933085,0.0,1,0.0,0,0.26031490697694476,Low Risk
AHN0998,0.0110552763819095,0.0,0.0247699929228591,0.0,1,0.0,0,0.1077178176800492,Low Risk
AIE0773,0.2464985994397759,0.0,0.0919298245614035,0.0,0,0.0,1,0.1300106147722247,Low Risk
AIH0814,0.7282913165266106,0.0,0.0,0.0,1,0.0,0,0.28207282913165266,Low Risk
AJB1763,0.4985994397759103,0.0,0.0093457943925233,0.0,0,0.0,0,0.12651901882248223,Low Risk
AJD1612,0.2661064425770308,0.0,0.0342237061769616,0.0,0,0.0,0,0.07337135187965002,Low Risk
AJH0191,0.0288888888888888,0.0,0.0982994608046453,0.0,1,0.0,1,0.17688211438315127,Low Risk
AJH0724,0.1676470588235294,0.1448327415436367,0.0,0.0,0,0.0,0,0.07811995009179153,Low Risk
AJM0049,0.6091352859135286,0.0,0.0064327485380116,0.0,1,0.0,0,0.25357037118598447,Low Risk
AJM0956,0.5,0.0,0.0121255349500713,0.0,0,0.0,0,0.12742510699001425,Low Risk
AJR1103,0.5287804878048781,0.0,0.0,0.0,0,0.0,0,0.13219512195121952,Low Risk
AJS1408,0.226890756302521,0.0,0.0293146160198183,0.0,0,0.0,0,0.06258561227959392,Low Risk
AJS1482,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AJT0419,0.5,0.0,0.0058381984987489,0.0,0,0.0,0,0.12616763969974978,Low Risk
AKD0332,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AKK0032,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AKM0214,0.1574724172517552,0.0,0.0128904313336638,0.0,0,0.0,0,0.04194619057967156,Low Risk
AKP0503,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AKR0756,0.5,0.0,0.0013888888888888,0.0,0,0.0,0,0.12527777777777777,Low Risk
AKS0448,0.0,0.262567744346851,0.0,0.0,0,0.0,0,0.06564193608671275,Low Risk
AKS0586,0.4300341296928328,0.7868622687348159,0.038,0.0,0,1.0,0,0.36182409960691214,Low Risk
AKS0662,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
ALB0668,0.5,0.0,0.0447058823529411,0.0,0,0.0,0,0.13394117647058823,Low Risk
ALB1144,0.4593837535014005,0.0,0.0512280701754385,0.0,0,0.0,0,0.12509155241043782,Low Risk
ALC0604,0.2338935574229692,0.0,0.0201342281879194,0.0,0,0.0,0,0.06250023499332617,Low Risk
ALH0506,0.0,0.0,0.015850144092219,0.0,0,0.0,0,0.0031700288184438002,Low Risk
ALM1768,0.1802154750244858,0.0,0.0,0.0,0,0.0,0,0.04505386875612145,Low Risk
ALN0182,0.3591549295774648,0.0,0.0196491228070175,0.0,0,0.0,0,0.09371855695576971,Low Risk
ALT1465,0.0145395799676898,0.0016819286114744,0.02,0.0,1,0.0,0,0.10805537714479105,Low Risk
ALW0764,0.0102249488752556,0.0006540833489067,0.0,0.0,1,0.0,0,0.10271975805604058,Low Risk
AMB0403,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
AMB0745,0.5,0.0,0.0236111111111111,0.0,0,0.0,0,0.1297222222222222,Low Risk
AMC0265,0.7447625698324022,0.0,0.0076515597410241,0.0,1,0.0,0,0.2877209544063054,Low Risk
AMC0854,0.5,0.0,0.0601755119097367,0.0,0,0.0,1,0.18703510238194732,Low Risk
AMC1724,0.5,0.0,0.0300906842539159,0.0,0,0.0,0,0.13101813685078317,Low Risk
AMC1883,0.2377717391304347,0.0052326667912539,0.0414035087719298,0.0,0,0.0,0,0.0690318032348081,Low Risk
AME1364,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
AMG1628,0.2178714859437751,0.0533545131751074,0.0103863730785209,0.0,0,0.0,0,0.06988377439542481,Low Risk
AMH1887,0.2213541666666666,0.0,0.0,0.0,0,0.0,0,0.05533854166666665,Low Risk
AML0268,0.6665578053559765,0.223603064847692,0.01174398120963,0.0,1,0.0,0,0.32488901379284313,Low Risk
AMM1285,0.2226890756302521,0.0,0.0181069958847736,0.0,0,0.0,0,0.05929366808451774,Low Risk
AMS1236,0.4426919032597266,0.0,0.0014154281670205,0.0,0,0.0,0,0.11095606144833575,Low Risk
ANC0027,0.0,0.0,0.007046388725778,0.0,0,0.0,0,0.0014092777451556,Low Risk
ANG0427,0.3568665377176016,0.1305363483461035,0.0375586854460093,0.0,0,0.0,0,0.12936245860512813,Low Risk
ANH1110,0.7196765498652291,0.0,0.0,0.0,1,0.0,0,0.27991913746630726,Low Risk
ANH1583,0.9985994397759104,0.0,0.0,0.0,1,0.0,0,0.34964985994397757,Low Risk
ANM0830,0.0,0.0,0.0068027210884353,0.0,0,0.0,0,0.0013605442176870602,Low Risk
ANR0502,0.0,0.0,0.0310734463276836,0.0,0,0.0,0,0.00621468926553672,Low Risk
ANS0705,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
ANT0148,0.531496062992126,0.040085965240142,0.0210280373831775,0.0,0,0.0,0,0.1471011145347025,Low Risk
AOB0391,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AOC1283,0.1903765690376569,0.0,0.0407407407407407,0.0,0,0.0,0,0.055742290407562366,Low Risk
AOH0883,0.3283283283283283,0.0354139413193795,0.0375,0.0,0,0.0,0,0.09843556741192697,Low Risk
AOP1202,0.0,0.0,0.0351617440225035,0.0,0,0.0,0,0.0070323488045007,Low Risk
APD1148,0.3649825783972125,0.0,0.0414035087719298,0.0,0,0.0,0,0.09952634635368908,Low Risk
APR1168,0.5371669004207573,0.0,0.0369318181818181,0.0,0,0.0,0,0.14167808874155294,Low Risk
AQC0371,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
AQL1757,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
ARB0626,0.3450042698548249,0.1951971594094561,0.0,0.0,0,0.0,0,0.13505035731607024,Low Risk
ARD0538,0.4202702702702702,0.2073444216034386,0.006578947368421,0.0,0,0.0,0,0.15821946244211138,Low Risk
ARD0790,0.4162591687041564,0.0,0.102139037433155,0.0,0,0.0,1,0.1744925996626701,Low Risk
ARF0719,0.0,0.0,0.0049539985845718,0.0,0,0.0,0,0.00099079971691436,Low Risk
ARG1264,0.4551820728291316,0.0,0.0,0.0,0,0.0,0,0.1137955182072829,Low Risk
ARL0411,0.5,0.0,0.0701754385964912,0.0,0,0.0,1,0.18903508771929822,Low Risk
ARM0333,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
ARM0805,0.3521951219512195,0.0728835731638946,0.0364912280701754,0.0,0,0.0,0,0.1135679193928136,Low Risk
ARP0574,0.3559322033898305,0.0,0.0121515368120085,0.0,0,0.0,0,0.09141335820985932,Low Risk
ARP1356,0.4893899204244031,0.0,0.0,0.0,0,0.0,0,0.12234748010610078,Low Risk
ARV1884,0.2436974789915966,0.0,0.0231578947368421,0.0,0,0.0,0,0.06555594869526757,Low Risk
ASB0658,0.5,0.0,0.0255813953488372,0.0,0,0.0,0,0.13011627906976744,Low Risk
ASC1297,0.2324929971988795,0.0,0.0144032921810699,0.0,0,0.0,0,0.06100390773593386,Low Risk
ASH0298,0.0,0.0034572977013642,0.0004697040864255,0.0,0,0.0,0,0.00095826524262615,Low Risk
ASH0458,0.494550408719346,0.0044851429639319,0.0,0.0,0,0.0,0,0.12475888792081948,Low Risk
ASM0398,0.0,0.0,0.0041666666666666,0.0,0,0.0,0,0.00083333333333332,Low Risk
ASO0180,0.2338935574229692,0.0,0.0,0.0,0,0.0,0,0.0584733893557423,Low Risk
ASR0150,0.2317596566523605,0.039712203326481,0.0,0.0,0,0.0,0,0.06786796499471037,Low Risk
AST0328,0.4943977591036415,0.0,0.0155148095909732,0.0,0,0.0,0,0.12670240169410502,Low Risk
ATB0490,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
ATC1916,0.5,0.0,0.0067567567567567,0.0,0,0.0,0,0.12635135135135134,Low Risk
ATD0517,0.0,0.0681181087647168,0.0089473684210526,0.0,0,0.0,0,0.01881900087538972,Low Risk
ATD1067,0.2296918767507002,0.0,0.0205761316872428,0.0,0,0.0,0,0.061538195525123615,Low Risk
ATO0307,0.0,0.0,0.0098870056497175,0.0,0,0.0,0,0.0019774011299435,Low Risk
ATS1073,0.2282913165266106,0.0,0.031275720164609,0.0,0,0.0,0,0.06332797316457445,Low Risk
AUH0138,0.4565826330532213,0.0,0.057528409090909,0.0,0,0.0,1,0.17565134008148714,Low Risk
AVG1169,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
AVH1217,0.0,0.3589048775929733,0.0797186400937866,0.0,0,1.0,1,0.20566994741700062,Low Risk
AVP1137,0.6709470304975923,0.0,0.0,0.0,1,0.0,0,0.2677367576243981,Low Risk
AWB1309,0.2927170868347339,0.0,0.0162412993039443,0.0,0,0.0,0,0.07642753156947234,Low Risk
AWB1661,0.3478835978835979,0.0526069893477854,0.0,0.0,0,0.0,0,0.10012264680784583,Low Risk
AWC1213,0.0,0.0581199775742851,0.0,0.0,0,0.0,0,0.014529994393571275,Low Risk
AWD1976,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
AWK1773,0.2296918767507002,0.0,0.015438596491228,0.0,0,0.0,0,0.06051068848592065,Low Risk
AWW0676,0.3960084033613445,0.0,0.0112097150864082,0.0,0,0.0,0,0.10124404385761777,Low Risk
AWW0718,0.0,0.0,0.0007042253521126,0.0,0,0.0,0,0.00014084507042252,Low Risk
AWW1749,0.3562874251497006,0.0,0.0767441860465116,0.0,0,0.0,1,0.1544206934967275,Low Risk
AXP1568,0.343311506080449,0.0492431321248364,0.0103703703703703,0.0,0,0.0,0,0.10021273362539541,Low Risk
AXS0729,0.2450980392156862,0.0,0.0105263157894736,0.0,0,0.0,0,0.06337977296181627,Low Risk
AYG1697,0.0092879256965944,0.0022425714819659,0.0,0.0,1,0.0,0,0.10288262429464008,Low Risk
AZW1420,0.242296918767507,0.0,0.0459770114942528,0.0,0,0.0,0,0.0697696319907273,Low Risk
BAA0385,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BAB1874,0.2324929971988795,0.0,0.037037037037037,0.0,0,0.0,0,0.06553065670712728,Low Risk
BAG0315,0.4971988795518207,0.0,0.0014174344436569,0.0,0,0.0,0,0.12458320677668655,Low Risk
BAH1537,0.5,0.0,0.0139860139860139,0.0,0,0.0,0,0.12779720279720277,Low Risk
BAR1328,0.3359375,0.0,0.0,0.0,0,0.0,0,0.083984375,Low Risk
BAR1640,0.0,0.0,0.0367816091954023,0.0,0,0.0,0,0.00735632183908046,Low Risk
BAS0763,0.0,0.2679872920949355,0.0,0.0,0,0.0,0,0.06699682302373387,Low Risk
BAS1078,0.2296918767507002,0.0,0.0127572016460905,0.0,0,0.0,0,0.05997440951689315,Low Risk
BAS1097,0.7184873949579832,0.0,0.0165094339622641,0.0,1,0.0,0,0.2829237355319486,Low Risk
BAT1359,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BBB0012,0.5236180904522613,0.0,0.0,0.0,0,0.0,0,0.13090452261306532,Low Risk
BBC1191,0.2521008403361344,0.0,0.0,0.0,0,0.0,0,0.0630252100840336,Low Risk
BBF0480,0.2416107382550335,0.0301812745281255,0.0512820512820512,0.0,0,0.0,0,0.0782044134522,Low Risk
BBG0378,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BBH1945,0.5,0.0,0.0061728395061728,0.0,0,0.0,0,0.12623456790123455,Low Risk
BBM0588,0.3613360323886639,0.0,0.032183908045977,0.0,0,0.0,0,0.09677078970636138,Low Risk
BBN0449,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BBR1381,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BBW0151,0.2212885154061624,0.0,0.0,0.0,0,0.0,0,0.0553221288515406,Low Risk
BCA1517,0.5,0.0,0.0200364298724954,0.0,0,0.0,0,0.1290072859744991,Low Risk
BCB1715,0.3720292504570384,0.0,0.005360824742268,0.0,0,0.0,0,0.09407947756271319,Low Risk
BCC1259,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BCC1597,0.9512471655328798,0.1291347411698747,0.0681818181818181,0.0,1,0.0,1,0.4337318403120522,Medium Risk
BCG0853,0.3577154308617234,0.2804148757241637,0.0037704231252618,0.0,0,0.0,0,0.16028666127152413,Low Risk
BCL0231,0.2170868347338935,0.0,0.0093567251461988,0.0,0,0.0,0,0.05614305371271314,Low Risk
BCL1423,0.2226890756302521,0.0,0.0666666666666666,0.0,0,0.0,1,0.11900560224089635,Low Risk
BCR0747,0.4715510522213562,0.2720986731452065,0.0,0.0,0,0.0,0,0.18591243134164068,Low Risk
BCS1310,0.2745098039215686,0.0,0.0069605568445475,0.0,0,0.0,0,0.07001956234930165,Low Risk
BDB1111,0.7408963585434174,0.0,0.0186480186480186,0.0,1,0.0,0,0.28895369336545806,Low Risk
BDC0936,0.0877323420074349,0.0259764529994393,0.0604515659140568,0.0,1,0.0,1,0.19051751193452993,Low Risk
BDF0015,0.0558804418453541,0.1038123715193421,0.0008779631255487,0.0,1,0.0,0,0.1400987959662838,Low Risk
BDH0981,0.5,0.0,0.0245614035087719,0.0,0,0.0,0,0.12991228070175437,Low Risk
BDM0274,0.6432337434094904,0.0,0.0164899882214369,0.0,1,0.0,0,0.26410643349665996,Low Risk
BDM0442,0.3220338983050847,0.2192113623621752,0.0288220551378446,0.0,0,0.0,0,0.1410757261943839,Low Risk
BDM1204,0.0,0.0,0.0486257928118393,0.0,0,0.0,0,0.00972515856236786,Low Risk
BDM1457,0.0,0.8363857222948982,0.0,0.0,0,0.0,0,0.20909643057372454,Low Risk
BDP0096,0.4996220710506425,0.0402728461969725,0.0466666666666666,0.0,0,0.0,0,0.14430706264523707,Low Risk
BDP1162,0.5280112044817927,0.0,0.0427350427350427,0.0,0,0.0,0,0.14054980966745673,Low Risk
BDR0223,0.1453957996768982,0.1026910857783591,0.0276470588235294,0.0,0,0.0,0,0.06755113312852021,Low Risk
BEM1501,0.2324929971988795,0.0,0.0238683127572016,0.0,0,0.0,0,0.0628969118511602,Low Risk
BGC0649,0.0,0.0,0.1151465125877012,0.0,0,0.0,1,0.07302930251754025,Low Risk
BGF1845,0.0,0.0,0.0271604938271604,0.0,0,0.0,0,0.00543209876543208,Low Risk
BGH1443,0.5,0.0,0.0140350877192982,0.0,0,0.0,0,0.12780701754385965,Low Risk
BGK0345,0.5780141843971631,0.0,0.057703747769185,0.0,0,0.0,1,0.20604429565312776,Low Risk
BGM0233,0.0,0.0,0.0060818713450292,0.0,0,0.0,0,0.00121637426900584,Low Risk
BGR0917,0.6523418638338967,0.0,0.0,0.0,1,0.0,0,0.26308546595847415,Low Risk
BHA1577,0.673354735152488,0.0,0.0,0.0,1,0.0,0,0.268338683788122,Low Risk
BHB0717,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BHG1947,0.5,0.0,0.0473251028806584,0.0,0,0.0,0,0.1344650205761317,Low Risk
BHM1707,0.4761904761904761,0.0,0.0004137360364087,0.0,0,0.0,0,0.11913036625490077,Low Risk
BHP1872,0.2408963585434173,0.0,0.0,0.0,0,0.0,0,0.06022408963585432,Low Risk
BIM0885,0.5,0.0,0.0234192037470726,0.0,0,0.0,0,0.12968384074941453,Low Risk
BIS1598,0.9340909090909092,0.8200336385722294,0.0,0.0,1,0.0,0,0.5385311369157847,Medium Risk
BJG0492,0.0,0.0,0.0229885057471264,0.0,0,0.0,0,0.0045977011494252795,Low Risk
BJG1852,0.2100840336134453,0.0,0.0555555555555555,0.0,0,0.0,1,0.11363211951447243,Low Risk
BJH0601,0.2394957983193277,0.0,0.0,0.0,0,0.0,0,0.05987394957983193,Low Risk
BJM1314,0.1831797235023041,0.0,0.0364238410596026,0.0,0,0.0,0,0.053079699087496546,Low Risk
BKA1178,0.5,0.0,0.0140350877192982,0.0,0,0.0,0,0.12780701754385965,Low Risk
BKB0669,0.5,0.0,0.013953488372093,0.0,0,0.0,0,0.1277906976744186,Low Risk
BKF0632,0.0,0.0,0.0825763831544178,0.0,0,0.0,1,0.06651527663088357,Low Risk
BKG0597,0.3020833333333333,0.0,0.0067114093959731,0.0,0,0.0,0,0.07686311521252795,Low Risk
BKL0545,0.3595166163141994,0.0,0.0898245614035087,0.0,0,0.0,1,0.15784406635925158,Low Risk
BLC1263,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BLK0698,0.3646578140960163,0.0,0.0178954903364352,0.0,0,0.0,0,0.09474355159129111,Low Risk
BLW0552,0.5,0.0,0.0042105263157894,0.0,0,0.0,0,0.12584210526315787,Low Risk
BMC0650,0.0,0.2512614464586059,0.0888062783973564,0.0,0,0.0,1,0.13057661729412273,Low Risk
BMG1070,0.2549019607843137,0.0,0.0094650205761316,0.0,0,0.0,0,0.06561849431130475,Low Risk
BMR0343,0.0,0.0,0.0217696629213483,0.0,0,0.0,0,0.00435393258426966,Low Risk
BMR0865,0.5,0.0,0.0215857202158572,0.0,0,0.0,0,0.12931714404317143,Low Risk
BNE1140,0.3344289235825801,0.0940945617641562,0.0357894736842105,0.0,0,0.0,0,0.11428876607352617,Low Risk
BNN0975,0.5,0.0,0.0561403508771929,0.0,0,0.0,1,0.18622807017543858,Low Risk
BNS0484,0.1079913606911447,0.0138291908054569,0.0258823529411764,0.0,1,0.0,0,0.1356316084623857,Low Risk
BNT1804,0.226890756302521,0.0,0.0,0.0,0,0.0,0,0.05672268907563025,Low Risk
BNV1461,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BOC1318,0.2647058823529412,0.0,0.0,0.0,0,0.0,0,0.0661764705882353,Low Risk
BOS1170,0.3415077202543142,0.044944870117735,0.0119298245614035,0.0,0,0.0,0,0.098999112505293,Low Risk
BPA0095,0.5,0.0,0.001865671641791,0.0,0,0.0,0,0.1253731343283582,Low Risk
BPK1731,0.4397759103641456,0.0,0.0049668874172185,0.0,0,0.0,0,0.1109373550744801,Low Risk
BRG0728,0.2415966386554622,0.0,0.0,0.0,0,0.0,0,0.06039915966386555,Low Risk
BRL1701,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BRM0126,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BRM1080,0.1685393258426966,0.0,0.0308641975308641,0.0,0,0.0,0,0.04830767096684697,Low Risk
BRM1454,0.5,0.0,0.0098245614035087,0.0,0,0.0,0,0.12696491228070175,Low Risk
BSD1735,0.5,0.0,0.0376470588235294,0.0,0,0.0,0,0.13252941176470587,Low Risk
BSO0826,0.7324929971988795,0.0,0.0,0.0,1,0.0,0,0.2831232492997199,Low Risk
BSS0847,0.0,0.0072883573163894,0.0,0.0,0,0.0,0,0.00182208932909735,Low Risk
BSW1959,0.0,0.0,0.032183908045977,0.0,0,0.0,0,0.0064367816091954,Low Risk
BSY1451,0.5,0.0,0.007719298245614,0.0,0,0.0,0,0.1265438596491228,Low Risk
BTD0296,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Low Risk
BTD1059,0.2282913165266106,0.0,0.0037037037037037,0.0,0,0.0,0,0.057813569872393396,Low Risk
BTG1551,0.5,0.0,0.0571802706241815,0.0,0,0.0,1,0.18643605412483633,Low Risk
BTN0147,0.5,0.0,0.0160919540229885,0.0,0,0.0,0,0.1282183908045977,Low Risk
BTR1410,0.2352941176470588,0.0,0.0448559670781893,0.0,0,0.0,0,0.06779472282740256,Low Risk
BTV1433,0.2103407755581668,0.0,0.0,0.0,0,0.0,0,0.0525851938895417,Low Risk
BUE1561,0.4074803149606299,0.2903195664361802,0.0044444444444444,0.0,0,0.0,0,0.1753388592380914,Low Risk
BUH1249,0.453781512605042,0.0,0.0,0.0,0,0.0,0,0.1134453781512605,Low Risk
BWC0509,0.0,0.0,0.002172338884866,0.0,0,0.0,0,0.00043446777697320004,Low Risk
BWJ1539,0.4786223277909738,0.0509250607363109,0.0235756385068762,0.0,0,0.0,0,0.13710197483319642,Low Risk
BWM0175,0.5588235294117647,0.0,0.0029550827423167,0.0,0,0.0,0,0.1402968989014045,Low Risk
BWW0751,0.5,0.0,0.0,0.0,0,0.0,0,0.125,Low Risk
BYO1846,0.0,0.0489628106895907,0.0202821869488536,0.0,0,0.0,0,0.016297140062168397,Low Risk
BYS0199,0.0,0.0,0.0853355426677713,0.0,0,0.0,1,0.06706710853355427,Low Risk
BYV1695,0.0,0.1133433003176976,0.0055865921787709,0.0,0,0.0,0,0.029453143515178578,Low Risk
BYW1523,0.4873949579831932,0.0,0.0139211136890951,0.0,0,0.0,0,0.12463296223361732,Low Risk
